"TIME","GEO","SIEC","UNIT","Value","Flag and Footnotes"
"2017M08","Latvia","Natural gas","Gigawatt-hour","77.000",""
"2017M08","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M08","Lithuania","Total","Gigawatt-hour","280.288",""
"2017M08","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","6.278","e"
"2017M08","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M08","Lithuania","Natural gas","Gigawatt-hour","24.509","e"
"2017M08","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M08","Luxembourg","Total","Gigawatt-hour","166.588",""
"2017M08","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","5.533",""
"2017M08","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M08","Luxembourg","Natural gas","Gigawatt-hour","10.904",""
"2017M08","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M08","Hungary","Total","Gigawatt-hour","2 437.348",""
"2017M08","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","21.783",""
"2017M08","Hungary","Coal and manufactured gases","Gigawatt-hour","464.041",""
"2017M08","Hungary","Natural gas","Gigawatt-hour","669.406",""
"2017M08","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 024.851",""
"2017M08","Malta","Total","Gigawatt-hour","197.869",""
"2017M08","Malta","Combustible fuels - non-renewable","Gigawatt-hour","185.701",""
"2017M08","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M08","Malta","Natural gas","Gigawatt-hour",":","c"
"2017M08","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M08","Netherlands","Total","Gigawatt-hour","7 207.000",""
"2017M08","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","100.000","e"
"2017M08","Netherlands","Coal and manufactured gases","Gigawatt-hour","2 311.000","e"
"2017M08","Netherlands","Natural gas","Gigawatt-hour","3 276.000","e"
"2017M08","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","336.000","e"
"2017M08","Austria","Total","Gigawatt-hour","6 011.563",""
"2017M08","Austria","Combustible fuels - non-renewable","Gigawatt-hour","59.367",""
"2017M08","Austria","Coal and manufactured gases","Gigawatt-hour","190.776",""
"2017M08","Austria","Natural gas","Gigawatt-hour","399.677",""
"2017M08","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M08","Poland","Total","Gigawatt-hour","12 292.012",""
"2017M08","Poland","Combustible fuels - non-renewable","Gigawatt-hour","159.349",""
"2017M08","Poland","Coal and manufactured gases","Gigawatt-hour","10 072.890",""
"2017M08","Poland","Natural gas","Gigawatt-hour","593.391",""
"2017M08","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M08","Portugal","Total","Gigawatt-hour","5 155.481",""
"2017M08","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","29.521",""
"2017M08","Portugal","Coal and manufactured gases","Gigawatt-hour","1 225.330",""
"2017M08","Portugal","Natural gas","Gigawatt-hour","2 066.968",""
"2017M08","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M08","Romania","Total","Gigawatt-hour","4 433.000",""
"2017M08","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M08","Romania","Coal and manufactured gases","Gigawatt-hour","1 252.000",""
"2017M08","Romania","Natural gas","Gigawatt-hour","622.000",""
"2017M08","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","893.000",""
"2017M08","Slovenia","Total","Gigawatt-hour","1 303.747",""
"2017M08","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.500",""
"2017M08","Slovenia","Coal and manufactured gases","Gigawatt-hour","398.424",""
"2017M08","Slovenia","Natural gas","Gigawatt-hour","18.652",""
"2017M08","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","494.787",""
"2017M08","Slovakia","Total","Gigawatt-hour","2 072.000",""
"2017M08","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","42.000",""
"2017M08","Slovakia","Coal and manufactured gases","Gigawatt-hour","222.000",""
"2017M08","Slovakia","Natural gas","Gigawatt-hour","80.000",""
"2017M08","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 238.000",""
"2017M08","Finland","Total","Gigawatt-hour","4 343.000",""
"2017M08","Finland","Combustible fuels - non-renewable","Gigawatt-hour","67.000",""
"2017M08","Finland","Coal and manufactured gases","Gigawatt-hour","287.000",""
"2017M08","Finland","Natural gas","Gigawatt-hour","66.000",""
"2017M08","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 723.000",""
"2017M08","Sweden","Total","Gigawatt-hour","10 954.066",""
"2017M08","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","110.686",""
"2017M08","Sweden","Coal and manufactured gases","Gigawatt-hour","0.045",""
"2017M08","Sweden","Natural gas","Gigawatt-hour","3.304",""
"2017M08","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","3 656.138",""
"2017M09","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","211 088.613",""
"2017M09","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 928.389",""
"2017M09","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","45 175.079",""
"2017M09","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","25 849.635",""
"2017M09","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","56 427.638",""
"2017M09","Belgium","Total","Gigawatt-hour","6 437.893",""
"2017M09","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","81.272",""
"2017M09","Belgium","Coal and manufactured gases","Gigawatt-hour","174.815",""
"2017M09","Belgium","Natural gas","Gigawatt-hour","1 397.741",""
"2017M09","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","3 606.468",""
"2017M09","Bulgaria","Total","Gigawatt-hour","3 061.824",""
"2017M09","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M09","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 563.312",""
"2017M09","Bulgaria","Natural gas","Gigawatt-hour","70.767",""
"2017M09","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","991.449",""
"2017M09","Czechia","Total","Gigawatt-hour","6 691.570",""
"2017M09","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","6.076",""
"2017M09","Czechia","Coal and manufactured gases","Gigawatt-hour","3 260.385",""
"2017M09","Czechia","Natural gas","Gigawatt-hour","248.530",""
"2017M09","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 386.707",""
"2017M09","Denmark","Total","Gigawatt-hour","1 728.485",""
"2017M09","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","35.783",""
"2017M09","Denmark","Coal and manufactured gases","Gigawatt-hour","423.530",""
"2017M09","Denmark","Natural gas","Gigawatt-hour","104.640",""
"2017M09","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","45 487.782",""
"2017M09","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 578.217","e"
"2017M09","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","18 368.104","e"
"2017M09","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","5 561.552","e"
"2017M09","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","6 392.128",""
"2017M09","Estonia","Total","Gigawatt-hour","831.300",""
"2017M09","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M09","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M09","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2017M09","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Ireland","Total","Gigawatt-hour","2 359.960",""
"2017M09","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","217.301",""
"2017M09","Ireland","Coal and manufactured gases","Gigawatt-hour","218.405",""
"2017M09","Ireland","Natural gas","Gigawatt-hour","1 257.956",""
"2017M09","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Greece","Total","Gigawatt-hour","3 973.212",""
"2017M09","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.020",""
"2017M09","Greece","Coal and manufactured gases","Gigawatt-hour","1 202.260",""
"2017M09","Greece","Natural gas","Gigawatt-hour","1 222.900",""
"2017M09","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Spain","Total","Gigawatt-hour","20 321.973",""
"2017M09","Spain","Combustible fuels - non-renewable","Gigawatt-hour","306.696",""
"2017M09","Spain","Coal and manufactured gases","Gigawatt-hour","3 073.648",""
"2017M09","Spain","Natural gas","Gigawatt-hour","5 273.503",""
"2017M09","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 725.631",""
"2017M09","France","Total","Gigawatt-hour","38 382.139",""
"2017M09","France","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2017M09","France","Coal and manufactured gases","Gigawatt-hour","787.968",""
"2017M09","France","Natural gas","Gigawatt-hour","2 636.968",""
"2017M09","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","29 346.122",""
"2017M09","Croatia","Total","Gigawatt-hour","905.377",""
"2017M09","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M09","Croatia","Coal and manufactured gases","Gigawatt-hour","31.329",""
"2017M09","Croatia","Natural gas","Gigawatt-hour","229.655",""
"2017M09","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Italy","Total","Gigawatt-hour","22 738.000",""
"2017M09","Italy","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2017M09","Italy","Coal and manufactured gases","Gigawatt-hour",":",""
"2017M09","Italy","Natural gas","Gigawatt-hour",":",""
"2017M09","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Cyprus","Total","Gigawatt-hour","450.503",""
"2017M09","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M09","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M09","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2017M09","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Latvia","Total","Gigawatt-hour","533.000",""
"2017M09","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M09","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M09","Latvia","Natural gas","Gigawatt-hour","97.000",""
"2017M09","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Lithuania","Total","Gigawatt-hour","318.031",""
"2017M09","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","2.720","e"
"2017M09","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M09","Lithuania","Natural gas","Gigawatt-hour","32.911","e"
"2017M09","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Luxembourg","Total","Gigawatt-hour","175.686",""
"2017M09","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","3.234",""
"2017M09","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M09","Luxembourg","Natural gas","Gigawatt-hour","12.909",""
"2017M09","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Hungary","Total","Gigawatt-hour","2 387.878",""
"2017M09","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","20.508",""
"2017M09","Hungary","Coal and manufactured gases","Gigawatt-hour","463.464",""
"2017M09","Hungary","Natural gas","Gigawatt-hour","554.929",""
"2017M09","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 118.566",""
"2017M09","Malta","Total","Gigawatt-hour","220.172",""
"2017M09","Malta","Combustible fuels - non-renewable","Gigawatt-hour","208.221",""
"2017M09","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M09","Malta","Natural gas","Gigawatt-hour",":","c"
"2017M09","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Netherlands","Total","Gigawatt-hour","7 711.000",""
"2017M09","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","90.000","e"
"2017M09","Netherlands","Coal and manufactured gases","Gigawatt-hour","2 462.000","e"
"2017M09","Netherlands","Natural gas","Gigawatt-hour","3 664.000","e"
"2017M09","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","342.000","e"
"2017M09","Austria","Total","Gigawatt-hour","6 146.523",""
"2017M09","Austria","Combustible fuels - non-renewable","Gigawatt-hour","50.200",""
"2017M09","Austria","Coal and manufactured gases","Gigawatt-hour","183.012",""
"2017M09","Austria","Natural gas","Gigawatt-hour","443.113",""
"2017M09","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Poland","Total","Gigawatt-hour","12 280.020",""
"2017M09","Poland","Combustible fuels - non-renewable","Gigawatt-hour","84.137",""
"2017M09","Poland","Coal and manufactured gases","Gigawatt-hour","9 720.766",""
"2017M09","Poland","Natural gas","Gigawatt-hour","699.763",""
"2017M09","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Portugal","Total","Gigawatt-hour","4 600.635",""
"2017M09","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","30.043",""
"2017M09","Portugal","Coal and manufactured gases","Gigawatt-hour","1 209.359",""
"2017M09","Portugal","Natural gas","Gigawatt-hour","1 630.112",""
"2017M09","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M09","Romania","Total","Gigawatt-hour","4 318.000",""
"2017M09","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M09","Romania","Coal and manufactured gases","Gigawatt-hour","1 109.000",""
"2017M09","Romania","Natural gas","Gigawatt-hour","515.000",""
"2017M09","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","914.000",""
"2017M09","Slovenia","Total","Gigawatt-hour","1 372.291",""
"2017M09","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.465",""
"2017M09","Slovenia","Coal and manufactured gases","Gigawatt-hour","287.269",""
"2017M09","Slovenia","Natural gas","Gigawatt-hour","17.034",""
"2017M09","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","493.551",""
"2017M09","Slovakia","Total","Gigawatt-hour","1 995.000",""
"2017M09","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","24.000",""
"2017M09","Slovakia","Coal and manufactured gases","Gigawatt-hour","182.000",""
"2017M09","Slovakia","Natural gas","Gigawatt-hour","82.000",""
"2017M09","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 236.000",""
"2017M09","Finland","Total","Gigawatt-hour","4 823.000",""
"2017M09","Finland","Combustible fuels - non-renewable","Gigawatt-hour","61.000",""
"2017M09","Finland","Coal and manufactured gases","Gigawatt-hour","449.000",""
"2017M09","Finland","Natural gas","Gigawatt-hour","93.000",""
"2017M09","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 751.000",""
"2017M09","Sweden","Total","Gigawatt-hour","10 837.359",""
"2017M09","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","128.496",""
"2017M09","Sweden","Coal and manufactured gases","Gigawatt-hour","5.453",""
"2017M09","Sweden","Natural gas","Gigawatt-hour","3.652",""
"2017M09","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","3 124.016",""
"2017M10","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","225 054.551",""
"2017M10","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 957.701",""
"2017M10","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","46 790.846",""
"2017M10","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","30 454.219",""
"2017M10","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","56 384.179",""
"2017M10","Belgium","Total","Gigawatt-hour","6 697.184",""
"2017M10","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","91.835",""
"2017M10","Belgium","Coal and manufactured gases","Gigawatt-hour","193.198",""
"2017M10","Belgium","Natural gas","Gigawatt-hour","1 985.391",""
"2017M10","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 927.463",""
"2017M10","Bulgaria","Total","Gigawatt-hour","3 057.420",""
"2017M10","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M10","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 647.235",""
"2017M10","Bulgaria","Natural gas","Gigawatt-hour","112.396",""
"2017M10","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","831.264",""
"2017M10","Czechia","Total","Gigawatt-hour","7 143.862",""
"2017M10","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","6.228",""
"2017M10","Czechia","Coal and manufactured gases","Gigawatt-hour","3 524.646",""
"2017M10","Czechia","Natural gas","Gigawatt-hour","259.140",""
"2017M10","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 574.768",""
"2017M10","Denmark","Total","Gigawatt-hour","2 582.304",""
"2017M10","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","47.706",""
