time,country,value,value_var,value_100,date
2020M09,Poland,0.1616,0.56,113.25,2020-09-01
2020M10,Poland,0.1624,0.5,113.82,2020-10-01
2020M11,Poland,0.1632,0.49,114.38,2020-11-01
2020M12,Poland,0.1641,0.55,115.01,2020-12-01
2020M07,Portugal,0.1716,-1.66,95.08,2020-07-01
2020M08,Portugal,0.1714,-0.12,94.97,2020-08-01
2020M09,Portugal,0.1713,-0.06,94.91,2020-09-01
2020M10,Portugal,0.1711,-0.12,94.8,2020-10-01
2020M11,Portugal,0.1709,-0.12,94.69,2020-11-01
2020M12,Portugal,0.1708,-0.06,94.63,2020-12-01
2020M07,Romania,0.1389,-2.32,113.28,2020-07-01
2020M08,Romania,0.1384,-0.36,112.87,2020-08-01
2020M09,Romania,0.138,-0.29,112.54,2020-09-01
2020M10,Romania,0.1375,-0.36,112.13,2020-10-01
2020M11,Romania,0.137,-0.36,111.73,2020-11-01
2020M12,Romania,0.1366,-0.29,111.41,2020-12-01
2020M07,Slovenia,0.1419,1.21,112.41,2020-07-01
2020M08,Slovenia,0.141,-0.63,111.7,2020-08-01
2020M09,Slovenia,0.1402,-0.57,111.06,2020-09-01
2020M10,Slovenia,0.1394,-0.57,110.43,2020-10-01
2020M11,Slovenia,0.1385,-0.65,109.71,2020-11-01
2020M12,Slovenia,0.1376,-0.65,109.0,2020-12-01
2020M07,Slovakia,0.1856,0.38,112.15,2020-07-01
2020M08,Slovakia,0.1849,-0.38,111.72,2020-08-01
2020M09,Slovakia,0.1841,-0.43,111.24,2020-09-01
2020M10,Slovakia,0.1834,-0.38,110.82,2020-10-01
2020M11,Slovakia,0.1827,-0.38,110.4,2020-11-01
2020M12,Slovakia,0.1819,-0.44,109.91,2020-12-01
2020M07,Finland,0.113,5.81,108.36,2020-07-01
2020M08,Finland,0.1116,-1.24,107.02,2020-08-01
2020M09,Finland,0.1101,-1.34,105.59,2020-09-01
2020M10,Finland,0.1087,-1.27,104.25,2020-10-01
2020M11,Finland,0.1073,-1.29,102.91,2020-11-01
2020M12,Finland,0.1058,-1.4,101.47,2020-12-01
2020M07,Sweden,0.1032,-5.32,114.27,2020-07-01
2020M08,Sweden,0.1036,0.39,114.72,2020-08-01
2020M09,Sweden,0.1039,0.29,115.05,2020-09-01
2020M10,Sweden,0.1043,0.38,115.49,2020-10-01
2020M11,Sweden,0.1047,0.38,115.93,2020-11-01
2020M12,Sweden,0.105,0.29,116.27,2020-12-01
2021M01,EU,0.1895,5.45,106.09,2021-01-01
2021M02,EU,0.1933,2.01,108.22,2021-02-01
2021M03,EU,0.1971,1.97,110.35,2021-03-01
2021M04,EU,0.2009,1.93,112.48,2021-04-01
2021M05,EU,0.2047,1.89,114.61,2021-05-01
2021M06,EU,0.2085,1.86,116.74,2021-06-01
2021M01,Belgium,0.1888,3.68,110.67,2021-01-01
2021M02,Belgium,0.1926,2.01,112.89,2021-02-01
2021M03,Belgium,0.1964,1.97,115.11,2021-03-01
2021M04,Belgium,0.2001,1.88,117.27,2021-04-01
2021M05,Belgium,0.2039,1.9,119.5,2021-05-01
2021M06,Belgium,0.2077,1.86,121.72,2021-06-01
2021M01,Bulgaria,0.1222,6.26,113.65,2021-01-01
2021M02,Bulgaria,0.1246,1.96,115.88,2021-02-01
2021M03,Bulgaria,0.1271,2.01,118.21,2021-03-01
2021M04,Bulgaria,0.1295,1.89,120.44,2021-04-01
2021M05,Bulgaria,0.132,1.93,122.76,2021-05-01
2021M06,Bulgaria,0.1344,1.82,124.99,2021-06-01
2021M01,Czechia,0.1649,-1.85,113.04,2021-01-01
2021M02,Czechia,0.1682,2.0,115.3,2021-02-01
2021M03,Czechia,0.1715,1.96,117.56,2021-03-01
2021M04,Czechia,0.1748,1.92,119.82,2021-04-01
2021M05,Czechia,0.1781,1.89,122.08,2021-05-01
2021M06,Czechia,0.1814,1.85,124.34,2021-06-01
2021M01,Denmark,0.2737,4.39,102.36,2021-01-01
2021M02,Denmark,0.2792,2.01,104.42,2021-02-01
2021M03,Denmark,0.2846,1.93,106.44,2021-03-01
2021M04,Denmark,0.2901,1.93,108.49,2021-04-01
2021M05,Denmark,0.2956,1.9,110.55,2021-05-01
2021M06,Denmark,0.3011,1.86,112.61,2021-06-01
2021M01,Germany,0.245,3.03,107.66,2021-01-01
2021M02,Germany,0.2499,2.0,109.81,2021-02-01
2021M03,Germany,0.2548,1.96,111.96,2021-03-01
2021M04,Germany,0.2597,1.92,114.11,2021-04-01
2021M05,Germany,0.2646,1.89,116.27,2021-05-01
2021M06,Germany,0.2695,1.85,118.42,2021-06-01
2021M01,Estonia,0.122,7.49,106.92,2021-01-01
2021M02,Estonia,0.1244,1.97,109.03,2021-02-01
2021M03,Estonia,0.1269,2.01,111.22,2021-03-01
2021M04,Estonia,0.1293,1.89,113.32,2021-04-01
2021M05,Estonia,0.1318,1.93,115.51,2021-05-01
2021M06,Estonia,0.1342,1.82,117.61,2021-06-01
2021M01,Ireland,0.2056,10.54,110.56,2021-01-01
2021M02,Ireland,0.2097,1.99,112.76,2021-02-01
2021M03,Ireland,0.2138,1.96,114.97,2021-03-01
2021M04,Ireland,0.2179,1.92,117.18,2021-04-01
2021M05,Ireland,0.222,1.88,119.38,2021-05-01
2021M06,Ireland,0.2262,1.89,121.64,2021-06-01
2021M01,Greece,0.1671,8.79,86.43,2021-01-01
2021M02,Greece,0.1704,1.97,88.13,2021-02-01
2021M03,Greece,0.1738,2.0,89.89,2021-03-01
2021M04,Greece,0.1771,1.9,91.6,2021-04-01
2021M05,Greece,0.1805,1.92,93.36,2021-05-01
2021M06,Greece,0.1838,1.83,95.07,2021-06-01
2021M01,Spain,0.1698,-5.14,88.83,2021-01-01
2021M02,Spain,0.1732,2.0,90.61,2021-02-01
2021M03,Spain,0.1766,1.96,92.39,2021-03-01
2021M04,Spain,0.18,1.93,94.17,2021-04-01
2021M05,Spain,0.1834,1.89,95.95,2021-05-01
2021M06,Spain,0.1868,1.85,97.73,2021-06-01
2021M01,France,0.1718,13.4,116.33,2021-01-01
2021M02,France,0.1752,1.98,118.63,2021-02-01
2021M03,France,0.1787,2.0,121.0,2021-03-01
2021M04,France,0.1821,1.9,123.3,2021-04-01
2021M05,France,0.1855,1.87,125.61,2021-05-01
2021M06,France,0.189,1.89,127.98,2021-06-01
2021M01,Croatia,0.1361,0.67,101.1,2021-01-01
2021M02,Croatia,0.1388,1.98,103.1,2021-02-01
2021M03,Croatia,0.1415,1.95,105.11,2021-03-01
2021M04,Croatia,0.1443,1.98,107.19,2021-04-01
2021M05,Croatia,0.147,1.87,109.19,2021-05-01
2021M06,Croatia,0.1497,1.84,111.2,2021-06-01
2021M01,Italy,0.2133,7.08,94.27,2021-01-01
2021M02,Italy,0.2176,2.02,96.17,2021-02-01
2021M03,Italy,0.2218,1.93,98.03,2021-03-01
2021M04,Italy,0.2261,1.94,99.93,2021-04-01
2021M05,Italy,0.2304,1.9,101.83,2021-05-01
2021M06,Italy,0.2346,1.82,103.68,2021-06-01
2021M01,Cyprus,0.1904,14.63,96.43,2021-01-01
2021M02,Cyprus,0.1942,2.0,98.36,2021-02-01
2021M03,Cyprus,0.198,1.96,100.29,2021-03-01
2021M04,Cyprus,0.2018,1.92,102.22,2021-04-01
2021M05,Cyprus,0.2056,1.88,104.14,2021-05-01
2021M06,Cyprus,0.2094,1.85,106.07,2021-06-01
2021M01,Latvia,0.1519,-2.82,95.21,2021-01-01
2021M02,Latvia,0.1549,1.97,97.09,2021-02-01
2021M03,Latvia,0.158,2.0,99.03,2021-03-01
2021M04,Latvia,0.161,1.9,100.91,2021-04-01
2021M05,Latvia,0.1641,1.93,102.86,2021-05-01
2021M06,Latvia,0.1671,1.83,104.74,2021-06-01
2021M01,Lithuania,0.1421,2.53,107.32,2021-01-01
2021M02,Lithuania,0.1449,1.97,109.43,2021-02-01
2021M03,Lithuania,0.1478,2.0,111.62,2021-03-01
2021M04,Lithuania,0.1506,1.89,113.73,2021-04-01
2021M05,Lithuania,0.1535,1.93,115.92,2021-05-01
2021M06,Lithuania,0.1563,1.82,118.03,2021-06-01
2021M01,Luxembourg,0.129,1.82,116.21,2021-01-01
2021M02,Luxembourg,0.1316,2.02,118.56,2021-02-01
2021M03,Luxembourg,0.1342,1.98,120.91,2021-03-01
2021M04,Luxembourg,0.1367,1.86,123.16,2021-04-01
2021M05,Luxembourg,0.1393,1.9,125.5,2021-05-01
2021M06,Luxembourg,0.1419,1.87,127.85,2021-06-01
2021M01,Hungary,0.1367,-2.08,112.7,2021-01-01
2021M02,Hungary,0.1394,1.98,114.93,2021-02-01
2021M03,Hungary,0.1422,2.01,117.24,2021-03-01
2021M04,Hungary,0.1449,1.9,119.47,2021-04-01
2021M05,Hungary,0.1476,1.86,121.69,2021-05-01
2021M06,Hungary,0.1504,1.9,124.0,2021-06-01
2021M01,Malta,0.159,-0.31,84.9,2021-01-01
2021M02,Malta,0.1622,2.01,86.61,2021-02-01
2021M03,Malta,0.1654,1.97,88.32,2021-03-01
2021M04,Malta,0.1685,1.87,89.97,2021-04-01
2021M05,Malta,0.1717,1.9,91.68,2021-05-01
2021M06,Malta,0.1749,1.86,93.39,2021-06-01
2021M01,Netherlands,0.1854,32.52,107.18,2021-01-01
2021M02,Netherlands,0.1891,2.0,109.32,2021-02-01
2021M03,Netherlands,0.1928,1.96,111.46,2021-03-01
2021M04,Netherlands,0.1965,1.92,113.6,2021-04-01
2021M05,Netherlands,0.2002,1.88,115.74,2021-05-01
2021M06,Netherlands,0.2039,1.85,117.88,2021-06-01
2021M01,Austria,0.1683,3.63,112.57,2021-01-01
2021M02,Austria,0.1717,2.02,114.84,2021-02-01
2021M03,Austria,0.175,1.92,117.04,2021-03-01
2021M04,Austria,0.1784,1.94,119.31,2021-04-01
2021M05,Austria,0.1818,1.91,121.59,2021-05-01
2021M06,Austria,0.1851,1.82,123.8,2021-06-01
2021M01,Poland,0.1649,3.13,115.57,2021-01-01
2021M02,Poland,0.1682,2.0,117.88,2021-02-01
2021M03,Poland,0.1715,1.96,120.19,2021-03-01
2021M04,Poland,0.1748,1.92,122.5,2021-04-01
2021M05,Poland,0.1781,1.89,124.82,2021-05-01
2021M06,Poland,0.1814,1.85,127.13,2021-06-01
2021M01,Portugal,0.1706,-0.58,94.53,2021-01-01
2021M02,Portugal,0.174,1.99,96.41,2021-02-01
2021M03,Portugal,0.1774,1.95,98.29,2021-03-01
2021M04,Portugal,0.1808,1.92,100.18,2021-04-01
2021M05,Portugal,0.1842,1.88,102.06,2021-05-01
2021M06,Portugal,0.1877,1.9,104.0,2021-06-01
2021M01,Romania,0.1361,-2.02,110.99,2021-01-01
2021M02,Romania,0.1388,1.98,113.19,2021-02-01
2021M03,Romania,0.1415,1.95,115.4,2021-03-01
2021M04,Romania,0.1443,1.98,117.68,2021-04-01
2021M05,Romania,0.147,1.87,119.88,2021-05-01
2021M06,Romania,0.1497,1.84,122.09,2021-06-01
2021M01,Slovenia,0.1368,-3.59,108.37,2021-01-01
2021M02,Slovenia,0.1395,1.97,110.5,2021-02-01
2021M03,Slovenia,0.1423,2.01,112.72,2021-03-01
2021M04,Slovenia,0.145,1.9,114.86,2021-04-01
2021M05,Slovenia,0.1477,1.86,117.0,2021-05-01
2021M06,Slovenia,0.1505,1.9,119.22,2021-06-01
2021M01,Slovakia,0.1812,-2.37,109.49,2021-01-01
2021M02,Slovakia,0.1848,1.99,111.67,2021-02-01
2021M03,Slovakia,0.1884,1.95,113.85,2021-03-01
2021M04,Slovakia,0.1921,1.96,116.08,2021-04-01
2021M05,Slovakia,0.1957,1.87,118.25,2021-05-01
2021M06,Slovakia,0.1993,1.84,120.43,2021-06-01
2021M01,Finland,0.1044,-7.61,100.11,2021-01-01
2021M02,Finland,0.1065,2.01,102.12,2021-02-01
2021M03,Finland,0.1086,1.97,104.13,2021-03-01
2021M04,Finland,0.1107,1.93,106.14,2021-04-01
2021M05,Finland,0.1128,1.9,108.16,2021-05-01
2021M06,Finland,0.1148,1.77,110.07,2021-06-01
2021M01,Sweden,0.1054,2.13,116.7,2021-01-01
2021M02,Sweden,0.1075,1.99,119.02,2021-02-01
2021M03,Sweden,0.1096,1.95,121.34,2021-03-01
2021M04,Sweden,0.1117,1.92,123.67,2021-04-01
2021M05,Sweden,0.1138,1.88,125.99,2021-05-01
2021M06,Sweden,0.1159,1.85,128.32,2021-06-01
2021M07,EU,0.21224,12.0,118.82,2021-07-01
2021M08,EU,0.2165,2.01,121.21,2021-08-01
2021M09,EU,0.2207,1.94,123.56,2021-09-01
2021M10,EU,0.225,1.95,125.97,2021-10-01
2021M11,EU,0.2292,1.87,128.33,2021-11-01
2021M12,EU,0.2335,1.88,130.74,2021-12-01
2021M07,Belgium,0.211456,12.0,123.95,2021-07-01
2021M08,Belgium,0.2157,2.01,126.44,2021-08-01
2021M09,Belgium,0.2199,1.95,128.91,2021-09-01
2021M10,Belgium,0.2241,1.91,131.37,2021-10-01
2021M11,Belgium,0.2284,1.92,133.89,2021-11-01
2021M12,Belgium,0.2326,1.84,136.35,2021-12-01
2021M07,Bulgaria,0.136864,12.0,127.29,2021-07-01
2021M08,Bulgaria,0.1396,2.0,129.84,2021-08-01
2021M09,Bulgaria,0.1423,1.93,132.35,2021-09-01
2021M10,Bulgaria,0.1451,1.97,134.96,2021-10-01
2021M11,Bulgaria,0.1478,1.86,137.47,2021-11-01
2021M12,Bulgaria,0.1506,1.89,140.07,2021-12-01
2021M07,Czechia,0.18468800000000002,12.0,126.6,2021-07-01
2021M08,Czechia,0.1884,2.01,129.14,2021-08-01
2021M09,Czechia,0.1921,1.96,131.67,2021-09-01
2021M10,Czechia,0.1958,1.93,134.21,2021-10-01
2021M11,Czechia,0.1995,1.89,136.75,2021-11-01
2021M12,Czechia,0.2032,1.85,139.28,2021-12-01
2021M07,Denmark,0.30654400000000004,12.0,114.64,2021-07-01
2021M08,Denmark,0.3127,2.01,116.94,2021-08-01
2021M09,Denmark,0.3188,1.95,119.22,2021-09-01
2021M10,Denmark,0.3249,1.91,121.5,2021-10-01
2021M11,Denmark,0.3311,1.91,123.82,2021-11-01
2021M12,Denmark,0.3372,1.84,126.1,2021-12-01
2021M07,Germany,0.27440000000000003,12.0,120.58,2021-07-01
2021M08,Germany,0.2799,2.0,122.99,2021-08-01
2021M09,Germany,0.2854,1.96,125.4,2021-09-01
2021M10,Germany,0.2909,1.93,127.82,2021-10-01
2021M11,Germany,0.2964,1.89,130.24,2021-11-01
2021M12,Germany,0.3018,1.82,132.61,2021-12-01
2021M07,Estonia,0.13664,12.0,119.75,2021-07-01
2021M08,Estonia,0.1394,2.02,122.17,2021-08-01
2021M09,Estonia,0.1421,1.94,124.54,2021-09-01
2021M10,Estonia,0.1448,1.9,126.91,2021-10-01
2021M11,Estonia,0.1476,1.93,129.36,2021-11-01
2021M12,Estonia,0.1503,1.83,131.73,2021-12-01
2021M07,Ireland,0.23027200000000003,12.0,123.83,2021-07-01
2021M08,Ireland,0.2349,2.01,126.32,2021-08-01
2021M09,Ireland,0.2395,1.96,128.8,2021-09-01
2021M10,Ireland,0.2441,1.92,131.27,2021-10-01
2021M11,Ireland,0.2487,1.88,133.74,2021-11-01
2021M12,Ireland,0.2533,1.85,136.21,2021-12-01
2021M07,Greece,0.187152,12.0,96.8,2021-07-01
2021M08,Greece,0.1909,2.0,98.74,2021-08-01
2021M09,Greece,0.1946,1.94,100.66,2021-09-01
2021M10,Greece,0.1984,1.95,102.62,2021-10-01
2021M11,Greece,0.2021,1.86,104.53,2021-11-01
2021M12,Greece,0.2059,1.88,106.5,2021-12-01
2021M07,Spain,0.190176,12.0,99.49,2021-07-01
2021M08,Spain,0.194,2.01,101.49,2021-08-01
2021M09,Spain,0.1978,1.96,103.48,2021-09-01
2021M10,Spain,0.2016,1.92,105.47,2021-10-01
2021M11,Spain,0.2054,1.88,107.45,2021-11-01
2021M12,Spain,0.2092,1.85,109.44,2021-12-01
2021M07,France,0.19241600000000003,12.0,130.29,2021-07-01
2021M08,France,0.1963,2.02,132.92,2021-08-01
2021M09,France,0.2001,1.94,135.5,2021-09-01
2021M10,France,0.204,1.95,138.14,2021-10-01
2021M11,France,0.2078,1.86,140.71,2021-11-01
2021M12,France,0.2117,1.88,143.36,2021-12-01
2021M07,Croatia,0.152432,12.0,113.23,2021-07-01
2021M08,Croatia,0.1555,2.01,115.51,2021-08-01
2021M09,Croatia,0.1585,1.93,117.74,2021-09-01
2021M10,Croatia,0.1616,1.96,120.05,2021-10-01
2021M11,Croatia,0.1646,1.86,122.28,2021-11-01
2021M12,Croatia,0.1677,1.88,124.58,2021-12-01
2021M07,Italy,0.238896,12.0,105.58,2021-07-01
2021M08,Italy,0.2437,2.01,107.7,2021-08-01
2021M09,Italy,0.2485,1.97,109.82,2021-09-01
2021M10,Italy,0.2532,1.89,111.9,2021-10-01
2021M11,Italy,0.258,1.9,114.03,2021-11-01
2021M12,Italy,0.2628,1.86,116.15,2021-12-01
2021M07,Cyprus,0.21324800000000005,12.0,108.0,2021-07-01
2021M08,Cyprus,0.2175,1.99,110.15,2021-08-01
2021M09,Cyprus,0.2218,1.98,112.33,2021-09-01
2021M10,Cyprus,0.226,1.89,114.45,2021-10-01
2021M11,Cyprus,0.2303,1.9,116.62,2021-11-01
2021M12,Cyprus,0.2346,1.87,118.8,2021-12-01
2021M07,Latvia,0.17012800000000003,12.0,106.64,2021-07-01
2021M08,Latvia,0.1735,1.98,108.75,2021-08-01
2021M09,Latvia,0.1769,1.96,110.88,2021-09-01
2021M10,Latvia,0.1803,1.92,113.01,2021-10-01
2021M11,Latvia,0.1837,1.89,115.15,2021-11-01
2021M12,Latvia,0.1871,1.85,117.28,2021-12-01
2021M07,Lithuania,0.15915200000000002,12.0,120.2,2021-07-01
2021M08,Lithuania,0.1623,1.98,122.58,2021-08-01
2021M09,Lithuania,0.1655,1.97,124.99,2021-09-01
2021M10,Lithuania,0.1687,1.93,127.4,2021-10-01
2021M11,Lithuania,0.1719,1.9,129.82,2021-11-01
2021M12,Lithuania,0.1751,1.86,132.23,2021-12-01
2021M07,Luxembourg,0.14448000000000003,12.0,130.16,2021-07-01
2021M08,Luxembourg,0.1474,2.02,132.79,2021-08-01
2021M09,Luxembourg,0.1503,1.97,135.41,2021-09-01
2021M10,Luxembourg,0.1531,1.86,137.93,2021-10-01
2021M11,Luxembourg,0.156,1.89,140.54,2021-11-01
2021M12,Luxembourg,0.1589,1.86,143.15,2021-12-01
2021M07,Hungary,0.153104,12.0,126.22,2021-07-01
2021M08,Hungary,0.1562,2.02,128.77,2021-08-01
2021M09,Hungary,0.1592,1.92,131.24,2021-09-01
2021M10,Hungary,0.1623,1.95,133.8,2021-10-01
2021M11,Hungary,0.1654,1.91,136.36,2021-11-01
2021M12,Hungary,0.1684,1.81,138.83,2021-12-01
2021M07,Malta,0.17808000000000002,12.0,95.09,2021-07-01
2021M08,Malta,0.1816,1.98,96.97,2021-08-01
2021M09,Malta,0.1852,1.98,98.89,2021-09-01
2021M10,Malta,0.1888,1.94,100.81,2021-10-01
2021M11,Malta,0.1923,1.85,102.67,2021-11-01
2021M12,Malta,0.1959,1.87,104.59,2021-12-01
2021M07,Netherlands,0.20764800000000003,12.0,120.04,2021-07-01
2021M08,Netherlands,0.2118,2.0,122.44,2021-08-01
2021M09,Netherlands,0.216,1.98,124.86,2021-09-01
2021M10,Netherlands,0.2201,1.9,127.23,2021-10-01
2021M11,Netherlands,0.2243,1.91,129.66,2021-11-01
2021M12,Netherlands,0.2284,1.83,132.03,2021-12-01
2021M07,Austria,0.18849600000000002,12.0,126.08,2021-07-01
2021M08,Austria,0.1923,2.02,128.63,2021-08-01
2021M09,Austria,0.196,1.92,131.1,2021-09-01
2021M10,Austria,0.1998,1.94,133.64,2021-10-01
2021M11,Austria,0.2036,1.9,136.18,2021-11-01
2021M12,Austria,0.2073,1.82,138.66,2021-12-01
2021M07,Poland,0.18468800000000002,12.0,129.44,2021-07-01
2021M08,Poland,0.1884,2.01,132.04,2021-08-01
2021M09,Poland,0.1921,1.96,134.63,2021-09-01
2021M10,Poland,0.1958,1.93,137.23,2021-10-01
2021M11,Poland,0.1995,1.89,139.82,2021-11-01
2021M12,Poland,0.2032,1.85,142.41,2021-12-01
2021M07,Portugal,0.19107200000000002,12.0,105.87,2021-07-01
2021M08,Portugal,0.1949,2.0,107.99,2021-08-01
2021M09,Portugal,0.1987,1.95,110.1,2021-09-01
2021M10,Portugal,0.2025,1.91,112.2,2021-10-01
2021M11,Portugal,0.2064,1.93,114.37,2021-11-01
2021M12,Portugal,0.2102,1.84,116.47,2021-12-01
2021M07,Romania,0.152432,12.0,124.31,2021-07-01
2021M08,Romania,0.1555,2.01,126.81,2021-08-01
2021M09,Romania,0.1585,1.93,129.26,2021-09-01
2021M10,Romania,0.1616,1.96,131.79,2021-10-01
2021M11,Romania,0.1646,1.86,134.24,2021-11-01
2021M12,Romania,0.1677,1.88,136.76,2021-12-01
2021M07,Slovenia,0.15321600000000002,12.0,121.37,2021-07-01
2021M08,Slovenia,0.1563,2.01,123.81,2021-08-01
2021M09,Slovenia,0.1593,1.92,126.19,2021-09-01
2021M10,Slovenia,0.1624,1.95,128.65,2021-10-01
2021M11,Slovenia,0.1655,1.91,131.11,2021-11-01
2021M12,Slovenia,0.1685,1.81,133.48,2021-12-01
2021M07,Slovakia,0.202944,12.0,122.63,2021-07-01
2021M08,Slovakia,0.207,2.0,125.08,2021-08-01
2021M09,Slovakia,0.2111,1.98,127.56,2021-09-01
2021M10,Slovakia,0.2151,1.89,129.97,2021-10-01
2021M11,Slovakia,0.2192,1.91,132.45,2021-11-01
2021M12,Slovakia,0.2232,1.82,134.86,2021-12-01
2021M07,Finland,0.11692800000000002,12.0,112.12,2021-07-01
2021M08,Finland,0.1193,2.03,114.4,2021-08-01
2021M09,Finland,0.1216,1.93,116.61,2021-09-01
2021M10,Finland,0.1239,1.89,118.81,2021-10-01
2021M11,Finland,0.1263,1.94,121.11,2021-11-01
2021M12,Finland,0.1286,1.82,123.31,2021-12-01
2021M07,Sweden,0.118048,12.0,130.7,2021-07-01
2021M08,Sweden,0.1204,1.99,133.3,2021-08-01
2021M09,Sweden,0.1228,1.99,135.95,2021-09-01
2021M10,Sweden,0.1251,1.87,138.49,2021-10-01
2021M11,Sweden,0.1275,1.92,141.15,2021-11-01
2021M12,Sweden,0.1299,1.88,143.8,2021-12-01
